Namespace,Incident ID,Published,Incident Number,Annotator,Annotation Status,Peer Reviewer,Quality Control,Physical Objects,Entertainment Industry,"Report, Test, or Study of data",Deployed,Producer Test in Controlled Conditions,Producer Test in Operational Conditions,User Test in Controlled Conditions,User Test in Operational Conditions,Harm Domain,Tangible Harm,AI System,Clear link to technology,There is a potentially identifiable specific entity that experienced the harm,AI Harm Level,AI Tangible Harm Level Notes,Impact on Critical Services,Rights Violation,Involving Minor,Detrimental Content,Protected Characteristic,Harm Distribution Basis,Notes (special interest intangible harm),Special Interest Intangible Harm,AI System,Clear link to Technology,Harmed Class of Entities,Annotator’s AI special interest intangible harm assessment,Notes (AI special interest intangible harm),Date of Incident Year,Date of Incident Month,Date of Incident Day,Estimated Date,Multiple AI Interaction,Embedded,Location City,Location State/Province (two letters),Location Country (two letters),Location Region,Infrastructure Sectors,Operating Conditions,Notes (Environmental and Temporal Characteristics),Entities,Lives Lost,Injuries,Estimated Harm Quantities,Notes ( Tangible Harm Quantities Information),AI System Description,Data Inputs,Sector of Deployment,Public Sector Deployment,Autonomy Level,Notes (Information about AI System),Intentional Harm,Physical System Type,AI Task,AI tools and methods,Notes (AI Functionality and Techniques)
CSETv1_Annotator-3,76,True,76,007,2. Initial annotation complete,,False,no,no,yes,yes,no,no,no,yes,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,"The live facial recognition system in Buenos Aires has led to multiple false arrests, causing individuals to be wrongly detained for days, and the police lack a clear protocol to address these errors.
",no,no,no,no,no,none,,no,yes,yes,False,no,,2020,10,9,True,no,no,,,AR,South America,,,Date of publication,"CONARC - Consulta Nacional de Rebeldías y Capturas , Human Right Watch, Buenos Aires children, Buenos Aires city government, CONARC live facial recognition system false positive users, Buenos Aires facial recognition system",0,0,False,,facial recognition systems using CONARC database,"photo IDs, text",law enforcement,yes,Autonomy2,,No. Not intentionally designed to perform harm,,facial recognition,image match,"The software uses suspects’ headshots to scan for real-time matches via the city’s subway cameras. Once the system flags a person, it alerts to the police to make an arrest."
CSETv1_Annotator-3,27,True,27,007,4. Peer review complete,002,False,yes,no,no,yes,no,no,no,no,yes,imminent risk of tangible harm (near miss) did occur,no,yes,True,none,,no,no,no,no,no,none,,no,no,yes,True,no,,1983,09,26,False,no,yes,Moscow,,RU,Europe,defense-industrial base,,,"Stanislav Petrov, Soviet Union, Oko",0,0,False,,Nuclear missile defence early warning programme,,defense,yes,Autonomy3,Not an AI system,Yes. Intentionally designed to perform harm but created an unintended harm (a different harm may have occurred),,,,not AI
CSETv1_Annotator-3,112,True,112,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,"Several tangible harms have been reported in connection with the technology. 
1. Michael Williams spent a year in jail on murder charges based on evidence from ShotSpotter, before having his charges dismissed when prosecutors admitted they had insufficient evidence against him.
2. 13-year-old Adam Toledo was shot and killed by Chicago police after they were dispatched to his neighborhood in the early-morning hours of March 29 following a ShotSpotter alert. The boy was unarmed. 
3. The high false positive rate of the alerts leads to a significantly higher number of police deployments and because officers expect to enter a dangerous situation with active shooters during these deployments, there is a reasonable probability that residents in affected neighborhoods experience harm to their health and safety. These residents are potentially identifiable, because they have formed community activist groups fighting the use of these systems in their cities. ",no,maybe,no,no,yes,"financial means, race","Microphones are disproportionately installed in minority and low-income neighborhoods, leading to an increase in police engagement in those areas. ",yes,yes,maybe,True,maybe,"Because the choice of location of the microphones is not driven by the AI system itself, it is unclear if the fact that it dispatches police to these neighborhoods can be directly linked to the AI. ",2008,,,False,no,yes,,,US,North America,,,"The ShotSpotter technology has been deployed in more than 130 cities across the US, as of March 2022. The earliest use mentioned in the reports goes back to 2008 by the San Francisco PD. ","Various US Police Departments, ShotSpotter Inc., ShotSpotter, City of Chicago Inspector General, Surveillance Technology Oversight Project, MacArthur Justice Center, Brighton Park Neighborhood Council, Lucy Parsons Lab, Organized Communities Against Deportation, Low-income and minority neighborhoods, Residents in affected neighborhoods, ShotSpotter analysts, Michael Williams, Action Center on Race and the Economy, Adam Toledo",1,0,False,,ShotSpotter is an acoustic surveillance system used to detect gunfire. ,audio,law enforcement,yes,Autonomy3,,No. Not intentionally designed to perform harm,Microphones,"detect gunshots, locate gunshots, identify weapon calibre, predict shooter movement",,
CSETv1_Annotator-3,113,True,113,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,yes,yes,race,,yes,yes,yes,True,yes,,2021,08,,True,no,no,,,,Global,,,,"Facebook, The Daily Mail, Black people, Facebook users, Content classifier",0,0,False,,"AI tool that is part of Facebook's content recommender system. It classifies and labels the content of Facebook posts, in this case a video. ","video, images",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,video classification,,
CSETv1_Annotator-3,114,True,114,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,yes,no,maybe,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,no,no,no,yes,race,,no,yes,yes,True,no,"The ACLU's test demonstrated Rekognition's disproportionate inaccuracy on faces of people of color. Because the bias was the result of a test, and didn't actually result in any unfavorable treatment, there was no harm for those inaccurately identified.",2018,07,,True,no,no,,,US,North America,,,ACLU's report was published in July 2018. ,"Amazon, Rekognition, ACLU, Members of 115th US Congress",0,0,False,,Facial recognition tool,images,"law enforcement, other",yes,Autonomy1,According to the report Rekognition is used by the Sheriff's department in Oregon. ,No. Not intentionally designed to perform harm,,facial recognition,,
CSETv1_Annotator-3,115,True,115,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,no,yes,"sex, sexual orientation or gender identity","The gender classification tool exhibited gender bias, for example by assigning female names who otherwise received a high female score a high male score when their names were entered with a Dr. title. It also did not allow for non-binary classification. ",no,yes,yes,True,no,"While the tool exhibited problematic biases, it was described as a marketing tool that was not deployed in any kind of context where it could cause harm. It was also shut down immediately in response to the public backlash. ",2020,07,,False,no,no,,,US,North America,,,,"Genderify, Genderify tool, Women and non-binary people",0,0,False,,"Gender classification tool based on names, usernames or email addresses.","names, usernames, email addresses",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,gender classification,,
CSETv1_Annotator-3,116,True,116,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,"The implementation of the AI-powered camera system has led to financial loss for drivers, who get penalized for alleged unsafe driving behavior. However, the cameras regularly punish drivers for so-called ""events"" that are beyond their control or don't constitute unsafe driving, such as looking at a side mirror or fiddling with the radio, stopping ahead of a stop sign at a blind intersection, or getting cut off by another car in dense traffic.",no,no,no,no,no,none,,no,yes,yes,True,no,,2021,,,False,no,yes,,,US,North America,,,,"Amazon, Netradyne, Safety cameras, Delivery drivers, Delivery Service Partners",0,0,False,,AI-powered camera system that detects 'unsafe driving behavior'. Recorded events are incorporated in a weekly performance score that determines drivers' take home pay. ,"biometrics, video",transportation and storage,no,Autonomy1,,No. Not intentionally designed to perform harm,camera,"event detection, eye tracking",computer vision,
CSETv1_Annotator-3,122,True,122,002,2. Initial annotation complete,,False,no,maybe,no,yes,no,no,no,no,maybe,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,Facebook paid a fine for implementing a facial recognition tool which stored users' biometric data without their consent. ,no,no,no,no,no,none,"Although the storage of biometric data without consent is a privacy rights violation under the Illinois Biometric Information Privacy Act, it is not a violation of human rights, civil rights, civil liberties, or democratic norms.",no,yes,yes,True,no,A privacy violation is an Other intangible harm. ,2015,,,True,no,no,,IL,US,North America,,,,"Facebook, Tag suggestion tool, Facebook users",0,0,False,,The Tag Suggestion tool uses facial recognition to identify individuals on users' photos and offers suggestions for tagging their Facebook profiles to the image.  ,"biometric data, facial images",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,facial recognition,unclear,
CSETv1_Annotator-3,123,True,123,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,non-imminent risk of tangible harm (an issue) occurred,yes,yes,True,AI tangible harm issue,"Epic's sepsis prediction algorithm missed two-thirds of sepsis cases, rarely found cases medical staff did not notice and frequently issued false alarms. The study did not elaborate on the consequences for patient's health outcomes, but there is a potential that due to the system's failure to alert to a sepsis case, patients received less or delayed care. ",no,no,no,no,no,none,,no,yes,yes,True,no,,2017, ,,True,no,no,,,US,North America,,,First implementation of the model in 2017. ,"Epic Systems, Epic Sepsis Model, US hospitals, Researchers from the University of Michigan Medical School, University of Michigan hospital patients",0,0,True,"The model failed to alert to a sepsis for 1,709 (67%) out of the 2,552 patients that developed a sepsis (out of the 38,455 patients under study). It is unclear if these patients had poorer health outcomes as a result. ",The Epic Sepsis Model calculates and indicates the probability of a likelihood of sepsis to help clinicians identify hard-to-spot cases.,medical records,human health and social work activities,yes,Autonomy3,,No. Not intentionally designed to perform harm,,sepsis prediction,,
CSETv1_Annotator-3,124,True,124,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,"The algorithm was less likely to refer black people than white people who were equally sick to programmes that aim to improve care for patients with complex medical needs.  Its bias effectively reduced the proportion of black patients receiving extra help by more than half, from almost 50 percent to less than 20 percent. Those missing out on extra care potentially faced a greater chance of emergency room visits and hospital stays.",yes,yes,no,no,yes,race,,yes,yes,yes,True,yes,,2013, ,,False,no,no,,,US,North America,,,,"Unknown US hospital, Black patients, Black patients, Black patients, Obermeyer et al. , Optum, Healthcare allocation algorithm",0,0,True,Health risk score algorithms affected the care received by millions of patients throughout the US. ,"The algorithm is used in the context of health care programmes that provide additional resources and closer medical supervision for people with multiple health problems. It assigned risk scores to patients on the basis of total health-care costs accrued in one year, because higher health-care costs are generally associated with greater health needs. Based on their risk scores, patients are referred to the programmes that provide more-personalized care.",projected health care costs,human health and social work activities,no,Autonomy3,"The algorithm operates in a mix of full autonomy (level 1) and human-in-the-loop (level 3): Patients with risk scores above the 97th percentile are automatically identified for enrollment in the program. Those above the 55th percentile are referred to their primary care physician, who is provided with contextual data about the patients and asked to consider whether they would benefit from program enrollment.",No. Not intentionally designed to perform harm,,predict healthcare needs,,
CSETv1_Annotator-3,125,True,125,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,,no,maybe,no,no,no,none,"Potential violation of Economic, social and cultural rights in the International Bill of Human Rights mandates the right to 'safe and healthy working conditions' as well as the right to 'rest, leisure and the reasonable limitation of working hours'. ",maybe,yes,yes,True,maybe,,2014,,,False,yes,yes,,,US,North America,,,"Although it is unclear if the warehouse robots and the worker monitoring system interact at a system level, their simultaneous use in Amazon's fulfillment center means that workers interact with and navigate an environment shaped by both.","Amazon, Warehouse robots, Barcode scanner, Warehouse workers, OSHA, Amazon fulfillment centers",0,55000,True,"Extrapolated: 14,000 serious injuries reported in 2019, equivalent to an injury rate of 7.7/100 employees. Similar injury rate reported for 2018, following a ~10% annual increase in 2016 and 2017. No earlier data available. The number of non-serious injuries is likely substantially higher, but no hard data is available in the reports. There is also evidence of underreporting of injuries. 8.2 should be considered a most conservative estimate. ","Two AI systems of note.
1) Worker monitoring system integrated in workers' handheld RFID scanners. Tracks time in between activity (scans) which is used to assess worker performance, assigns performance targets and automatically penalizes workers if targets are not met.  The device also assigns workers products to collect from the warehouse based on their real-time location. 
2) Warehouse robots that move shelves towards workers in the warehouse. ","GPS, video, Time off Task (TOT), RFID",transportation and storage,no,unclear,,No. Not intentionally designed to perform harm,"Handheld barcode scanner; flat, round mobile robots;","move shelves, worker monitoring, performance tracking",,
CSETv1_Annotator-3,126,True,126,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,no,yes,True,none,,no,no,no,no,no,none,,no,no,yes,True,no,,2021,07,16,False,yes,yes,London,,GB,Europe,food and agriculture,,"The technology is not AI-powered, but it is still embedded in physical systems. More than 2300 individual robots interact in the fulfillment center. ","Ocado, Ocado fulfillment center in Erith , Ocado customers",0,0,False,,Not an AI system. Fulfillment center robots controlled by a wireless protocol that collect customer items (groceries). ,sensor,"transportation and storage, wholesale and retail trade",no,Autonomy1,,No. Not intentionally designed to perform harm,,,,Not AI.
CSETv1_Annotator-3,132,True,132,002,2. Initial annotation complete,,False,no,maybe,no,yes,no,no,no,no,maybe,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,maybe,yes,no,none,,yes,yes,yes,True,yes,,2020,07,,True,no,no,,,,Global,,,TikTok banned content labelled with hashtags promoting eating disorder habits on its platform in the summer of 2020. But in December the Guardian published an investigative report demonstrating that this type of content was still easily searchable on TikTok.  ,"TikTok, ByteDance, Content moderation algorithm, TikTok users",0,0,False,,"Content moderation system that should identify and remove pro eating disorder content from the app, and identify related search terms to direct users to help pages.","video, text, audio",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,content moderation,,
CSETv1_Annotator-3,133,True,133,002,2. Initial annotation complete,,False,no,maybe,no,yes,no,no,no,no,yes,tangible harm definitively occurred,no,yes,True,none,"3.1 Through the deletion of her account, Rose lost access to the money accrued in her TikTok Creator Fund. 
3.2 Content on TikTok is automatically removed when enough users have flagged it as violating community guidelines. This appears to be a rules-based automation rather than AI-powered. ",no,no,no,yes,yes,"disability, sexual orientation or gender identity, race",,yes,no,no,True,no,"Rose experienced discrimination and hate speech in the comments responding to her content. The reporting of her videos as violating TikToks content standards are also driven by disciminatory users. However, this behavior can not be linked to the content moderation system itself. ",2020,12,14,False,no,no,,,,Global,,,,"Rosalynne Montoya, Rosalynne Montoya, TikTok, ByteDance, Internet trolls, Minority content creators",0,0,False,,"Unclear if an AI system is involved. Automated content review, removal and appeal system in response to user reports of detrimental content. ",user reports,information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,"content moderation, enforcement of community guidelines",unclear,
CSETv1_Annotator-3,134,True,134,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,maybe,yes,True,unclear,Unclear what type of software powered the robot. ,no,no,no,no,no,,,no,maybe,yes,True,no,,2020,12,25,False,no,yes,Fuzhou, ,CN,Asia,,,,"Fuzhou Zhongfang Marlboro Mall, Shopping guide robot, Unidentified shoppers",0,2,False,,Guide robot deployed in a shopping mall,Unclear,wholesale and retail trade,no,Autonomy1,,No. Not intentionally designed to perform harm,4ft tall vaguely humanoid droid on wheels,unclear,unclear,
CSETv1_Annotator-3,135,True,135,002,3. In peer review,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,maybe,no,no,maybe,unclear,"The articles make no indication of actual events where the system has led to biased candidate assessments. However, the descriptions of the way the system is trained and the kind of information it evaluates from candidates' applications suggests that there is at least a reasonable probability that it perpetuates the bias of previous admission decisions. This is particularly so because the developers did not take any precautions to prevent bias. ",maybe,yes,yes,True,maybe,,2013,,,False,no,no,Austin,TX,US,North America,,,,"Graduate admissions evaluator (GRADE), University of Texas at Austin researchers, University of Texas at Austin Department of Computer Science, Applicants to the UT Computer Science PhD program, Applicants to the UT Computer Science PhD program",0,0,False,,Applicant screening tool for PhD applicants to the computer sciences department using logistic regression classification. ,"GPA, university name, text, letter of recommendation, statement of interest",Education,yes,Autonomy3,Every application was assessed by one human reviewer in addition to the software tool at every stage of the selection process.,No. Not intentionally designed to perform harm,,,logistic regression,
CSETv1_Annotator-3,136,True,136,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,no,yes,True,none,,no,no,no,no,no,none,,no,no,yes,True,no,,2020, ,,True,no,no,,,,Global,,,,"Brand Safety Technology, Legitimate online media, Advertisers",0,0,False,,"Content classification system that determines whether the content of a website is 'safe' for brands to place their advertisements. Not AI, based on keyword lists. ","text, keywords",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,,,Not AI. 
CSETv1_Annotator-3,142,True,142,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,non-imminent risk of tangible harm (an issue) occurred,yes,yes,True,AI tangible harm issue,"Ads placed on Instagram and Facebook are screened for policy violations before being placed visibly on the platform. Ads for adaptive clothing and accessories are repeatedly erroneously identified as medical products and rejected. While companies can have the decision reviewed, this often takes many days, which means there is a reasonable probability that they are losing traffic to their site and profit as a result. ",no,no,no,no,maybe,disability,"Even though the incident affects only ads targeting people with disabilities, no group of people directly experienced harm based on their disability. ",no,yes,yes,False,no,,2021,,,False,no,no,,,,Global,,,,"Facebook, Meta, Ad-screening algorithm, Adaptive clothing companies, Instagram",0,0,False,,Ad screening algorithm,images,"information and communication, wholesale and retail trade",no,Autonomy1,,No. Not intentionally designed to perform harm,,detect policy violations,,
CSETv1_Annotator-3,143,True,143,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,yes,maybe,"geography, other","Twitter and Facebook users that speak Bosnian, Serbian, Montenegrin or Macedonian encounter more detrimental content (especially hate speech and violent content) because content moderation tools do not work effectively in their language. While users speaking these languages are not explicitly treated differently, harm is unevenly distributed based on geography and language. ",yes,yes,yes,True,yes,,2021,,,False,no,no,,,,Europe,,,,"Facebook, Twitter, Inc., Meta, Twitter, Content moderation algorithm, Balkan Investigative Reporting Network (BIRN), Twitter users of small language groups, Facebook users of small language groups",0,0,False,,Content moderation systems used on Twitter (now X) and Facebook to detect content that violates the platform's Community Standards,"text, images",information and communication,no,Autonomy1,"While complicates cases might be subject to human review, but according to a statement Facebook now relies primarily on AI. ",No. Not intentionally designed to perform harm,,identify detrimental content,,
CSETv1_Annotator-3,144,True,144,002,2. Initial annotation complete,,False,no,yes,no,no,no,no,no,no,yes,unclear,yes,yes,True,unclear,"It is likely that Antonio Radic may have lost some revenue from having his YouTube channel suspended for 24 hours, given its popularity. However, this is not explicitly mentioned in the reports. ",no,no,no,no,no,none,,no,yes,yes,True,no,,2020,06,28,False,no,no,,,,Global,,,,"YouTube, Google, Antonio Radic, CMU researchers, YouTube content moderation algorithm",0,0,False,,YouTube's content moderation algorithm,"audio, video",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,identify hate speech,,
CSETv1_Annotator-3,145,True,145,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,yes,maybe,non-imminent risk of tangible harm (an issue) occurred,yes,yes,True,AI tangible harm issue,,no,no,no,no,no,none,,no,yes,yes,True,no,,2021,07,22,False,no,yes,,,US,North America,,,,"Tesla, unnamed Tesla driver, Tesla autopilot",0,0,False,,Autonomous driving autopilot ,,transportation and storage,no,Autonomy2,,No. Not intentionally designed to perform harm,Tesla car,,,
CSETv1_Annotator-3,146,True,146,002,2. Initial annotation complete,,False,no,no,no,maybe,no,no,no,maybe,maybe,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,yes,no,"nation of origin, citizenship, immigrant status, race, religion, sex, sexual orientation or gender identity, geography","No group of people experienced differential treatment. However the content produced by the model was often offensive towards certain groups, in particular religious, racial and ethnic minorities in the US, women and members of the LGBTQ+ community  and people from developing countries. ",yes,yes,yes,True,yes,"The system produced biased content, reproduced stereotypes and declared genocide as morally acceptable.",2021,10,14,False,no,no,,,,Global,,,,"Allen Institute for AI, Ask Delphi, Delphi users",0,0,False,,Delphi is a language-based research prototype designed to model people’s moral judgments.,,"professional, scientific and technical activities",no,Autonomy1,,unclear,,reply to questions,neural network,The researchers developed a model to make moral judgments - which by definition will be offensive to some - and released it knowing of its inconsistencies and biases. 
CSETv1_Annotator-3,152,True,152,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,Customers that purchased Pepper received a subpar product that did not meet their expectations or contractual terms. They therefore incurred financial loss. ,no,no,no,no,no,none,,no,yes,yes,True,no,,2014,,,False,no,yes,,,JP,Asia,,,,"Pepper, SoftBank, Aldebaran, Nissei Eco Co., Ittokai, Other SoftBank customers",0,0,False,,Pepper is a humanoid robot with a perky demeanor designed to grasp human emotions and engage in basic conversation. ,,"financial and insurance activities, Arts, entertainment and recreation, human health and social work activities, administrative and support service activities",no,Autonomy1,,No. Not intentionally designed to perform harm,Humanoid robot,,"computer vision, natural language processing",
CSETv1_Annotator-3,153,True,153,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,,no,no,no,no,no,none,,no,yes,yes,True,no,,2019,12,29,False,no,yes,Los Angeles,CA,US,North America,transportation,,,"Kevin George Aziz Riad, Gilberto Alcazar Lopez, Maria Guadalupe Nieves, 2016 Tesla Model S, Kevin George Aziz Riad, Tesla, Victim's Honda Civic, Unnamed female Tesla passenger",2,2,False,,"Tesla's Autopilot is a driver-assist technology that can control steering, braking and speed.","video, sensor",transportation and storage,no,Autonomy2,,No. Not intentionally designed to perform harm,2016 Tesla Model S,"object detection, object recognition, autonomous driving",,
CSETv1_Annotator-3,154,False,154,002,1. Annotation in progress,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,"The algorithm's prediction of recidivism risk directly influences inmates' ability to participate in programs under the First Step Act. Participation in these programs can facilitate early release for inmates. Inaccurate predictions can therefore extend an inmate's prison time, which is a harm to physical freedom and autonomy and falls under the 'other intangible harm' category. ",no,yes,no,no,yes,race,,yes,yes,yes,True,yes,,2021,,,True,no,no,,,US,North America,,,,"Pattern, US Department of Justice, Inmates of color, Inmates of color, Inmates of color",0,0,False,"14,000 inmates were allocated to a wrong risk category. ",Recidivism risk prediction algorithm used to determine if inmates qualify for participation in resocialization programs under the First Step Act. ,,law enforcement,yes,unclear,,No. Not intentionally designed to perform harm,,predict recidivism risk,,
CSETv1_Annotator-3,155,True,155,002,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,imminent risk of tangible harm (near miss) did occur,yes,yes,True,AI tangible harm near-miss,"GPS navigation services GoogleMaps and Waze directed people to closed-off highways, mountain passes and lakeside roads to get around road closures during a severe snowstorm. ",no,no,no,no,no,none,,no,yes,yes,True,no,,2021,12,,False,no,no,,CA; NV,US,North America,transportation,"inclement weather and snow, seasonal road closures",,"Google Maps, Waze, Google, Wendy Becktold, Other Maps and Waze users travelling in the Sierra Nevada, Caltrans, Washoe County Sheriff’s Office",0,0,False,,GPS navigation system,,"information and communication, transportation and storage",no,Autonomy3,,No. Not intentionally designed to perform harm,,,,
CSETv1_Annotator-3,156,True,156,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,no,True,none,"Several people committed suicide using the product sold on Amazon, meaning tangible harm definitely happened. This led to Amazon's recommender system suggesting other products related to self-harm as 'Frequently bought together'. While this may have made it easier or quicker for vulnerable customers to find the products they were looking for, it does not seem likely that they would not have attempted self-harm had it not been for the recommendation. Therefore, the AI system cannot be directly linked to the tangible harm. ",no,no,maybe,yes,no,none,"Because the chemical compound is commercially available, it has become an increasingly popular method for suicide among minors. 
The promotion of products related to self-harm may be considered harmful content. ",yes,yes,yes,True,yes,,2019,,,True,no,no,,,,Global,,,The NYT investigation discovered 10 suicides linked to the chemical compound bought on Amazon since 2019. ,"Amazon, Product recommender system, Vulnerable Amazon customers considering self-harm, Suicide victims, US House of Representatives",0,0,True,"Left blank intentionally, because numbers are certainly >0, but there is no systematic tracking. The Times identified 10 suicides using the compound bought from Amazon in the US since 2019. It also identified dozens of uses in the US, UK, Italy, Australia and Canada since 2018. However, these deaths cannot be linked to Amazon's recommender system and are therefore not considered AI tangible harms. ",Product recommender system on large online retail platform. ,purchase history,wholesale and retail trade,no,Autonomy1,,No. Not intentionally designed to perform harm,,recommendation,,
CSETv1_Annotator-3,162,True,162,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,"3.1 Test takers were wrongfully detained and deported after their tests were flagged as invalid by the voice recognition system. 
3.3 The harm would not have occurred without the use of voice recognition to detect cheating, and is therefore directly linked to the AI system. However, it is also the result of massive wrongdoing on the side of both ETS and the UK Home Office which are equally, if not more, responsible for the harm. ETS was aware that both cheating-by-proxy and remote testing were a problem, but still used voice recognition software to identify cheaters. Conceptually this works to detect proxy test-takers, but not remote testing. Moreover, because remote testing fraud is likely done by overwriting *all* test-takers files with the same fake one, voice recognition is unable to distinguish valid tests from fake ones. Being aware of this, ETS should never have deployed voice recognition in the first place, or passed the results on to the government. Poor data management and record keeping by ETS furthermore prevented both prosecution and appeal of the outcome of the voice recognition system's output. Finally, being equally aware of this the UK Home Office should have never used the AI system's output as a base for its policy. ",no,yes,no,no,no,"nation of origin, citizenship, immigrant status","While there was no discrimination based on citizenship, the incident only affected immigrants to the UK. ",yes,yes,yes,True,yes,"Test takers had their visas wrongfully cancelled after their tests were flagged as invalid by the voice recognition system. In addition, for several years after deportations had begun, test takers were denied the right to appeal the government's decision, and the right to due process (because they did not receive access to the recordings used to identify them as cheaters). ",2014,06,,True,no,no,,,GB,Europe,Other,,"The date corresponds to the first reported detention of a test-taker, Nomi Raja, after the government was given the list of accused cheaters. ","UK Home Office, ETS, BBC Newsnight, Toeic test takers, Toeic test takers, Toeic test takers, Wahidur Rahman, Nomi Raja, Nomi Raja, Shakil Rathore",0,0,False,,Voice recognition system ,speech,public administration,yes,Autonomy3,"There were multiple 'human-in-the-loop' failures: The voice recognition software was used to determine if the same voice turned up on multiple test recordings. If a test was flagged, two ETS staff had to agree for it to be classified as ""invalid"".  Despite the incredibly high share of tests (97%) being flagged as suspicious or invalid, the list was passed on to the government who then (again, despite the unreasonably high number) decided to rely on it for its visa policy. ",No. Not intentionally designed to perform harm,,voice recognition,,
CSETv1_Annotator-3,163,True,163,002,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,yes,yes,"race, religion, sex, sexual orientation or gender identity, nation of origin, citizenship, immigrant status",,yes,yes,yes,True,yes,,2015,,,False,no,no,,,,Global,information technology,,Failure of content moderation AI on Facebook to take down more than 3-5% of hate speech there is a disruption of the functioning information technology environment. ,"Facebook, Meta, Frances Haugen, Security and Exchange Commission (SEC), Color of Change, Center for Media Justice, Facebook users of minority groups, Facebook users of minority groups, Researchers of project WoW, Content moderation algorithm",0,0,False,,"Content moderation algorithm on Facebook that detects, identifies and removes hate speech. ","text, images, Facebook posts",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,classification,natural language processing,
CSETv1_Annotator-3,164,True,164,002,2. Initial annotation complete,,False,no,maybe,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,,no,no,no,yes,no,none,"The new algorithm’s heavy weighting of reshared material in its News Feed resulted in more harmful content on users' News Feeds overall, because misinformation, toxicity, and violent content are inordinately prevalent among reshares. ",yes,yes,yes,False,yes,,2018,01,,True,no,no,,,,Global,,,,"Facebook, Meta, News Feed algorithm, Facebook users, BuzzFeed, Meta's Integrity Team, Breitbart News, ABC News, Topix, Facebook users from Poland, Spain, India or Taiwan",0,0,False,,Algorithm determining the content shown on a Facebook user's News Feed ,"Facebook posts, text, images, user engagement, user comments",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,"prediction, engagement optimization",,
