Namespace,Incident ID,Published,Risk Domain,Risk Subdomain,Entity,Timing,Intent
MIT,252,True,6. Socioeconomic & Environmental Harms,6.5. Governance failure,Human,Pre-deployment,Intentional
MIT,253,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,254,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Unintentional
MIT,255,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,256,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,257,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,258,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,259,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,Human,Post-deployment,Intentional
MIT,260,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Intentional
MIT,261,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,Human,Post-deployment,Unintentional
MIT,262,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,263,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Unintentional
MIT,264,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,Human,Post-deployment,Unintentional
MIT,265,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,266,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,Human,Post-deployment,Intentional
MIT,267,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,268,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,270,True,6. Socioeconomic & Environmental Harms,6.4. Competitive dynamics,AI,Post-deployment,Intentional
MIT,271,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,272,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Intentional
MIT,273,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,274,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,275,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,276,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,277,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,278,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,279,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,280,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Intentional
MIT,281,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,282,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,283,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,284,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,285,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,286,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,287,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,Other,Other,Other
MIT,288,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,289,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,290,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,291,True,3. Misinformation,3.1. False or misleading information,Human,Post-deployment,Intentional
MIT,292,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,293,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,294,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,295,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,296,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,297,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,298,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,Other,Other,Other
MIT,299,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,300,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,301,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,302,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,303,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,304,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,305,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,306,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,307,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,308,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,309,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,310,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,311,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,312,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Intentional
MIT,313,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,314,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,315,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,316,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,317,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,318,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Unintentional
MIT,319,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,320,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,321,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,322,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,323,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,324,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,325,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,326,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,327,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,328,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,329,True,4. Malicious Actors & Misuse,"4.2. Cyberattacks, weapon development or use, and mass harm",AI,Post-deployment,Unintentional
MIT,330,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,331,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,332,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,333,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,334,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,335,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,336,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Intentional
MIT,337,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,Human,Post-deployment,Unintentional
MIT,339,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,340,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,341,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,343,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,344,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,345,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,346,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,347,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,348,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,349,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,350,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,Human,Post-deployment,Unintentional
MIT,351,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,Human,Post-deployment,Intentional
MIT,352,True,2. Privacy & Security,2.2. AI system security vulnerabilities and attacks,Human,Post-deployment,Intentional
MIT,353,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,354,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Unintentional
MIT,355,True,"7. AI system safety, failures, and limitations",7.4. Lack of transparency or interpretability,AI,Post-deployment,Unintentional
MIT,356,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,357,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Unintentional
MIT,358,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,359,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,360,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,361,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Unintentional
MIT,362,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,363,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,364,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,366,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,Human,Post-deployment,Intentional
MIT,367,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Pre-deployment,Unintentional
MIT,368,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,369,True,6. Socioeconomic & Environmental Harms,6.3. Economic and cultural devaluation of human effort,Human,Post-deployment,Intentional
MIT,370,True,6. Socioeconomic & Environmental Harms,6.1. Power centralization and unfair distribution of benefits,AI,Post-deployment,Intentional
MIT,371,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,372,True,2. Privacy & Security,2.2. AI system security vulnerabilities and attacks,AI,Post-deployment,Unintentional
MIT,373,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,374,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Intentional
MIT,375,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,376,True,6. Socioeconomic & Environmental Harms,6.2. Increased inequality and decline in employment quality,AI,Post-deployment,Intentional
MIT,377,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,378,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,379,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,380,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,381,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,382,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,383,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,384,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,AI,Post-deployment,Unintentional
MIT,385,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Intentional
MIT,386,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,387,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,388,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,389,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,390,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,391,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,392,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,393,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,394,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,395,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,396,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,397,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,398,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,399,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,400,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,401,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,402,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,403,True,6. Socioeconomic & Environmental Harms,6.1. Power centralization and unfair distribution of benefits,AI,Post-deployment,Unintentional
MIT,404,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,405,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,406,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Unintentional
MIT,407,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,408,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Unintentional
MIT,409,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,410,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,411,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,412,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Unintentional
MIT,413,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,414,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,415,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,416,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,417,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,418,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,419,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,420,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,421,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,422,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,423,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,424,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,425,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,426,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,427,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,428,True,2. Privacy & Security,2.2. AI system security vulnerabilities and attacks,AI,Post-deployment,Unintentional
MIT,429,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,430,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,431,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,432,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,433,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,434,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,435,True,6. Socioeconomic & Environmental Harms,6.1. Power centralization and unfair distribution of benefits,Human,Post-deployment,Intentional
MIT,436,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,Human,Post-deployment,Intentional
MIT,437,True,6. Socioeconomic & Environmental Harms,6.1. Power centralization and unfair distribution of benefits,AI,Post-deployment,Intentional
MIT,438,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,439,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,440,True,1. Discrimination and Toxicity,1.3. Unequal performance across groups,AI,Post-deployment,Unintentional
MIT,441,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Intentional
MIT,443,True,4. Malicious Actors & Misuse,"4.2. Cyberattacks, weapon development or use, and mass harm",Human,Post-deployment,Intentional
MIT,444,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,445,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,446,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,447,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,448,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,449,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,Human,Post-deployment,Intentional
MIT,450,True,6. Socioeconomic & Environmental Harms,6.2. Increased inequality and decline in employment quality,Human,Pre-deployment,Intentional
MIT,451,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",AI,Post-deployment,Intentional
MIT,452,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,453,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,454,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,455,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,456,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,457,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,458,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,Human,Post-deployment,Intentional
MIT,459,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,460,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,461,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,462,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,463,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,464,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,465,True,2. Privacy & Security,"2.1. Compromise of privacy by obtaining, leaking or correctly inferring sensitive information",Human,Post-deployment,Unintentional
MIT,466,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,467,True,3. Misinformation,3.1. False or misleading information,AI,Pre-deployment,Unintentional
MIT,468,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,469,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,470,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,471,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,472,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,Human,Post-deployment,Intentional
MIT,473,True,2. Privacy & Security,2.2. AI system security vulnerabilities and attacks,Human,Post-deployment,Intentional
MIT,474,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,Human,Post-deployment,Intentional
MIT,475,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,476,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Unintentional
MIT,477,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,AI,Post-deployment,Unintentional
MIT,478,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,479,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",AI,Post-deployment,Intentional
MIT,480,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,481,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,482,True,5. Human-Computer Interaction,5.1. Overreliance and unsafe use,Human,Post-deployment,Intentional
MIT,483,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,484,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,485,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,486,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,487,True,4. Malicious Actors & Misuse,"4.1. Disinformation, surveillance, and influence at scale",Human,Post-deployment,Intentional
MIT,488,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,489,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
MIT,490,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,491,True,1. Discrimination and Toxicity,1.2. Exposure to toxic content,AI,Post-deployment,Unintentional
MIT,492,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,493,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,494,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Post-deployment,Intentional
MIT,495,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,496,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,497,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Unintentional
MIT,498,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",AI,Pre-deployment,Intentional
MIT,499,True,3. Misinformation,3.1. False or misleading information,AI,Post-deployment,Unintentional
MIT,500,True,4. Malicious Actors & Misuse,"4.3. Fraud, scams, and targeted manipulation",Human,Post-deployment,Intentional
MIT,501,True,"7. AI system safety, failures, and limitations",7.3. Lack of capability or robustness,AI,Post-deployment,Intentional
MIT,502,True,1. Discrimination and Toxicity,1.1. Unfair discrimination and misrepresentation,AI,Post-deployment,Unintentional
