Namespace,Incident ID,Published,Incident Number,Annotator,Annotation Status,Peer Reviewer,Quality Control,Physical Objects,Entertainment Industry,"Report, Test, or Study of data",Deployed,Producer Test in Controlled Conditions,Producer Test in Operational Conditions,User Test in Controlled Conditions,User Test in Operational Conditions,Harm Domain,Tangible Harm,AI System,Clear link to technology,There is a potentially identifiable specific entity that experienced the harm,AI Harm Level,AI Tangible Harm Level Notes,Impact on Critical Services,Rights Violation,Involving Minor,Detrimental Content,Protected Characteristic,Harm Distribution Basis,Notes (special interest intangible harm),Special Interest Intangible Harm,AI System,Clear link to Technology,Harmed Class of Entities,Annotator’s AI special interest intangible harm assessment,Notes (AI special interest intangible harm),Date of Incident Year,Date of Incident Month,Date of Incident Day,Estimated Date,Multiple AI Interaction,Embedded,Location City,Location State/Province (two letters),Location Country (two letters),Location Region,Infrastructure Sectors,Operating Conditions,Notes (Environmental and Temporal Characteristics),Entities,Lives Lost,Injuries,Estimated Harm Quantities,Notes ( Tangible Harm Quantities Information),AI System Description,Data Inputs,Sector of Deployment,Public Sector Deployment,Autonomy Level,Notes (Information about AI System),Intentional Harm,Physical System Type,AI Task,AI tools and methods,Notes (AI Functionality and Techniques)
CSETv1_Annotator-2,78,True,78,001,4. Peer review complete,002,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",no,yes,True,none,"The harm was caused by a statistical algorithm that did not meet our definition of AI.
Harm did occur, but it was intangible (opportunity loss) instead of tangible.",yes,maybe,yes,no,maybe,unclear,It is unclear if there was a differential distribution based on a protected characteristic.  Little information was released about the statistically derived algorithm.  It is possible that the algorithm incorporated a protected characteristic or a proxy variable for that characteristic,maybe,no,yes,True,no,"This might be a special interested harm because access to schooling was affected by the statistical algorithm, but it is unclear if this was unfair or biased.  It is not an AI special interest harm, because the CSET definition for AI is not met.",2020,07,06,True,no,no,,,,Global,,,"affected 170,000 International Baccalaureate students worldwide, but most were in the US","International Baccalaureate students, Anahita Nagpal, International Baccalaureate Diploma Programme, IB grade prediction tool",0,0,False,,Not AI but a statistical algorithm used to predict IB diploma test scores.  The prediction was done in place of testing because of COVID-19 restrictions.  No information has been provided on the statistical model.,"student grades, school attended, predicted final grades, schools' historical IB results",Education,yes,Autonomy1,,No. Not intentionally designed to perform harm,,predict grades on exam,,
CSETv1_Annotator-2,79,True,79,001,3. In peer review,002,False,yes,no,no,yes,no,no,no,no,no,tangible harm definitively occurred,no,yes,True,none,There is no AI. The harm comes from a formula that was developed in the 1990s and uses race as a factor.,no,no,no,no,yes,race,,yes,no,yes,True,no,There is no AI. The harm comes from a formula that was developed in the 1990s and uses race as a factor.,1990,,,True,no,no,,,US,North America,healthcare and public health,,,"Black Americans with chronic kidney disease, estimated glomerular filtration rate, physicians, National Kidney Foundation, American Society of Nephrology, Paloma Orozco Scott, medical institutions",0,0,False,"In June 2019, it was estimated that there were, at that point in time, of how many Black Americans were negatively affected by the algorithm using race. The estimate just looked at a small portion of the patients in the US, those at Mass General Brigham health system.  The research estimated that 64 additional Black Americans would have qualified to be referred, evaluated, or waitlisted for a kidney transplant if the race factor was removed from the equation. Additional 743, would have been classified at a more severe stage if the race factor was removed. Since this equation has been used for about 30 years throughout health institutions in the US, 10s of thousands of Black Americans were likely affected.",There is no AI. The harm comes from a formula that was developed in the 1990s and uses race as a factor.,medical data and race,human health and social work activities,yes,Autonomy3,,No. Not intentionally designed to perform harm,,,,
CSETv1_Annotator-2,82,True,82,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,"This incident is around the flagging of Facebook posts about the killing and injuring of protesters.  While the protestors did experience tangible harm, Facebook and the AI it uses are not directly linked to the tangible harm.  However, they are linked to the special interest intangible harm of detrimental content.",no,no,no,yes,no,none,"Facebook, which uses a hybrid AI/human system to flag false news, erroneously labeled postings, about the killing and injuring of protesters, as false information.  This incorrect labeling is false information and could serve as propaganda that makes it appear like physical harm did not occur.",yes,yes,yes,True,yes,,2020,10,22,False,no,no,,,,Global,,,,"Facebook users interested in the Lekki Massacre incident, Facebook, Facebook content moderation AI, ",0,0,False,"While tangible deaths and injuries did occur, those physical harm events are not directly linked to the AI",a system that identifies false information in Facebook posts,social media posts,information and communication,no,Autonomy3,,No. Not intentionally designed to perform harm,,identification or detection,,
CSETv1_Annotator-2,83,True,83,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,yes,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,no,yes,"geography, nation of origin, citizenship, immigrant status, sex",,yes,yes,yes,True,yes,,2020,,,True,no,no,,,,Global,information technology,,,"AlgorithmWatch, Gmail, Yahoo Mail, Google, Yahoo, GMX Mail, GMX, Outlook, Microsoft, LaPoste, SpamAssassin, Apache Software Foundation, email users of Gmail, Yahoo Mail, GMX Mail, Outlook, or LaPoste",0,0,False,,Spam filter,"text, emails",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,classification,,
CSETv1_Annotator-2,87,True,87,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,yes,yes,"no tangible harm, near-miss, or issue",yes,yes,True,none,,maybe,maybe,no,no,yes,"sex, race","The report focused on differential treatment to black women.  However, it also showed differential treatment based individually on gender and lightness of skin tone.",yes,yes,yes,True,yes,,2020,10,8,True,no,no,,,UK,Europe,,,,"female UK passport applicants, dark-skinned UK passport applicants, Elaine Owusu, BBC, Valid UK passport photo classifier",0,0,False,,,photos,public administration,yes,Autonomy2,Passport photo submitters could contest the AI system's assessment and get it over-ridden,No. Not intentionally designed to perform harm,,classification,,
CSETv1_Annotator-2,88,True,88,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,,yes,religion,,yes,yes,yes,True,yes,,2020,09,,True,no,no,,,,Global,,,,"Jewish people, Google, Google search, Network Contagion Research Institute",0,0,False,,Search engine,Text,information and communication,no,Autonomy3,,No. Not intentionally designed to perform harm,,search engine,,
CSETv1_Annotator-2,99,True,99,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,,yes,unclear,maybe,yes,False,none,,yes,yes,no,no,yes,"race, financial means",Race and income level are sometimes used to predict how likely a university student will drop out of school. ,yes,maybe,yes,True,maybe,"It is unclear if the algorithm is AI or developed by some other means, like a rule-based decision-making algorithm.  ",2021,03,2,True,no,no,,,US,North America,,,,"Major US Universities, EAB Navigate, EAB, University of Massachusetts Amherst, Texas A&M University, University of Wisconsin–Milwaukee, Black college students, Latinx college students",0,0,False,,predicts dropout rates for university students,,Education,yes,unclear,,No. Not intentionally designed to perform harm,,prediction,,
CSETv1_Annotator-2,102,True,102,001,3. In peer review,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,no,yes,"geography, race",Voice recognition software's performance varied depending on the speaker's regional accents and race.,yes,yes,yes,True,yes,,2020,03,23,True,no,no,,,US,North America,,,,"Speaker with regional accents, Black Americans, Microsoft automated speech recognition, Microsoft, Apple automated speech recognition, Apple, IBM automated speech recognition, IBM, Google automated speech recognition, Google, Amazon automated speech recognition, Amazon, Allison Koenecke, Andrew Nam, Emily Lake, Sharad Goel",0,0,False,,"Automated speech recognition (ASR) systems that are used in a variety of applications to convert spoken language to text, from virtual assistants, to closed captioning, to hands-free computing",voice,information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,automated speech recognition,,
CSETv1_Annotator-2,48,True,48,003,4. Peer review complete,002,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,no,no,no,yes,race,,yes,yes,yes,True,yes,,2016,12,,False,no,no,,,NZ,Oceania,,,,"Richard Lee, Department of Internal Affairs, Passport Checker",0,0,False,,System to check passport photographs meet government guidelines,images,public administration,yes,Autonomy1,,No. Not intentionally designed to perform harm,,facial recognition,,
CSETv1_Annotator-2,49,True,49,003,4. Peer review complete,002,False,no,yes,no,yes,no,no,no,no,no,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,no,no,no,yes,"race, nation of origin, citizenship, immigrant status",,yes,yes,yes,True,yes,,2016,,,False,no,no,,,,Global,,,,"Beauty.AI, Microsoft, Youth Laboratories, Beauty Contest Participants, PIMPL, RYNKL, Symmetry Master, MADIS, AntiAgeist",0,0,False,,Algorithm to select winners of a beauty contest,images,"Arts, entertainment and recreation",no,Autonomy1,,No. Not intentionally designed to perform harm,,Image Analysis,"Machine Learning, Deep Learning",
CSETv1_Annotator-2,50,True,50,003,4. Peer review complete,002,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,maybe,yes,True,none,It is not clear whether the Decentralized Autonomous Organization involves any AI systems. ,no,no,no,no,no,,,no,maybe,yes,True,no,,2016,,,False,no,no,,,,Global,,,,"The Decentralized Autonomous Organization (DAO), DAO Investors, Ethereum, Slock.it, Emin Gun Sirer, The DAO hacker",0,0,False,Estimated financial loss of $79.6 million,,,financial and insurance activities,no,unclear,Unclear if AI system involved in incident,No. Not intentionally designed to perform harm,,,,Unclear if AI system involved in incident
CSETv1_Annotator-2,51,True,51,003,4. Peer review complete,002,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,"Even though the child's behavior (running towards the robot) contributed to the incident, the mall is the standard operational environment for such a robot and should be prepared for interaction with children. Moreover, the company states in the incident description that the robot did not detect the child after it had fallen down and continued to move.",no,no,yes,no,no,none,"A minor was involved, but there was no pattern of disproportionate treatment or specific targeting based on age.",no,yes,yes,True,no,"Even though the child's behavior (running towards the robot) contributed to the incident, the mall is the standard operational environment for such a robot and should be prepared for interaction with children. Moreover, the company states in the incident description that the robot did not detect the child after it had fallen down and continued to move.",2016,07,07,False,no,yes,Palo Alto,CA,US,North America,,,,"Knightscope, Stanford Mall, K5 Autonomous Data Machine, Harwin Cheng",0,1,False,,"Knightscope K5 security robot with ~ 30 sensors, including a multitude of laser ranging devices and sonar sensors allowing it to sense the surrounding environment from less than an inch away to over 300 feet.","images, video, lidar, sonar, vibration detectors","wholesale and retail trade, administrative and support service activities",no,Autonomy1,,No. Not intentionally designed to perform harm,"5' tall, 300 pound, egg shaped security robot",,"computer vision, Sensor Data Processing",
CSETv1_Annotator-2,53,True,53,001,4. Peer review complete,002,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,no,yes,"sex, race",Propagation of systemic racial bias by Google search ,yes,yes,yes,True,yes,,2012,,,True,no,no,,,,Global,,,,"Google, Google Search, Black people, Women of color",0,0,False,,Search engine,Text,information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,search engine,,
CSETv1_Annotator-2,65,True,65,001,2. Initial annotation complete,,False,no,yes,no,no,yes,no,no,no,no,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,no,no,none,,no,yes,yes,False,no,,2016,,,True,no,no,,,US,,information technology,,,"OpenAI, OpenAI's Universe",0,0,False,,"A reinforcement learning AI system that controls a player in the game CoastRunners.  The game operates in OpenAI's test environment, Universe.",,"Arts, entertainment and recreation",no,Autonomy1,,No. Not intentionally designed to perform harm,none,optimize movement to wind a computer game,reinforcement learning,
CSETv1_Annotator-2,89,True,89,001,3. In peer review,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,no,True,none,"There was tangible harm because people died.  However, the harm was indirectly, not directly linked to the AI algorithm in YouTube.  Many people watch extreme content on YouTube but do not commit violence. Thus, there is not a direct link from the AI to the tangible harm.",no,no,no,yes,yes,"religion, race","The “step-ladder of amplification” is, in part, a byproduct of the business model for YouTube. This amplification process resulted in a terrorist being exposed to large amounts of extremist content associated with differential treatment based on race and religion. Thus, the YouTube AI is directly linked to detrimental content.",yes,yes,yes,True,yes,,2019,03,15,False,no,no,Christchurch,,NZ,Oceania,,operationally representative,,"YouTube, YouTube recommender, YouTube users, Muslims, Victims of Christchurch terrorist attack",0,0,False,,Content recommender system,youtube history,"Arts, entertainment and recreation",no,Autonomy1,,No. Not intentionally designed to perform harm,,recommender,,
CSETv1_Annotator-2,91,True,91,001,3. In peer review,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,no,yes,True,none,"An algorithm for prioritizing COVID vaccine distribution was developed by ethicists and experts.  However, the algorithm failed when there was no data entered from the location into the algorithm.  This resulted in few medical residents getting the vaccine although they were high-risk.  Therefore there was tangible harm to health. However, there is no evidence that the algorithm was AI and not just an expert-based formula.",yes,no,no,no,no,geography,"Access to health services is a critical public service.  This poorly executed algorithm affected access to the COVID vaccine, a health service.",yes,no,yes,True,no,,2020,12,,True,no,no,,CA,US,North America,healthcare and public health,,,"Stanford Medical residents, Stanford Medical residents, Stanford Medicine, ",0,0,False,,,medical personnel data,human health and social work activities,no,Autonomy1,,No. Not intentionally designed to perform harm,,,,
CSETv1_Annotator-2,92,True,92,001,3. In peer review,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,There was a gender bias in the rates and credit limits offered by the Apple card.  This results in financial harm based on gender.,no,no,no,no,yes,sex,,yes,yes,yes,True,yes,,2019,,,False,no,no,Washington,District of Columbia,United States,North America,financial services,,,"Apple, Apple Card, Apple Card female users, Apple Card female users",0,0,False,,,personal data,financial and insurance activities,no,Autonomy1,,No. Not intentionally designed to perform harm,,,,
CSETv1_Annotator-2,93,True,93,001,3. In peer review,,False,no,no,no,yes,,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,yes,no,no,yes,"race, geography, religion, sex, familial status (e.g., having or not having children) or pregnancy, nation of origin, citizenship, immigrant status",,yes,yes,yes,True,yes,,2019,,,False,no,no,,,US,North America,,,,"Facebook users, Facebook users, Meta, Facebook advertising algorithms",0,0,False,,advertising algorthm,,information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,,,
CSETv1_Annotator-2,94,True,94,001,3. In peer review,,False,no,no,no,,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,yes,no,no,no,other,"Based on the incident reports, it is unclear whether the algorithm is AI.  Some extra research indicates that Deliveroo's algorithm is likely AI.",yes,yes,yes,True,yes,"An Italian court found that it violated workers' right to strike.  The right to strike is part of the freedom of association, a UN-identified human right.  

The court also found that the algorithm also differentially treated workers with a reasonable reason to cancel work on short notice, e.g., illness.  This is a differential treatment, but one that is not associated with a protected characteristic.",2021,,,False,no,no,,,IT,Europe,food and agriculture,,,"Deliveroo, Deliveroo workers, Deliveroo workers with legitimate reasons for cancelling shifts, Delivery reputation-ranking algorithm",0,0,False,,reputation ranking ,worker performance data,accommodation and food service activities,no,Autonomy1,,No. Not intentionally designed to perform harm,,rank the reliability of workers,,
CSETv1_Annotator-2,96,True,96,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,maybe,no,no,no,none,"This incident involves a court case where teachers claimed their rights were violated because they could not verify the accuracy of an AI's results for evaluating teacher performance.  A court found that no right was violated.  

Since there is a court ruling, I will assume that the ruling is correct and that no rights were violated.",no,yes,yes,True,no,"Since there is a court ruling, I will assume that the ruling is correct and that no rights were violated.",2017,,,False,no,no,Houston,TX,US,North America,Other,,,"Houston Independent School District, Houston Independent School District teachers, SAS Institute, Educational Value-Added Assessment System",0,0,False,,an teacher performance assessment system,worker performance data,Education,yes,unclear,,No. Not intentionally designed to perform harm,none,prediction,response model,
CSETv1_Annotator-2,110,True,110,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",no,yes,True,none," The first incident talks about an 'algorithm' and does not mention AI, Machine Learning, or models.  It is likely an expert based on statistics serviced algorithm and therefore does not meet the CSET definition for AI.",yes,yes,no,no,no,none,"Access to health care is a UN-defined human right. Therefore, this is a human rights violation--even if it does not meet the definition of CSET AI harm because CSET's definition for AI was not met.",yes,no,yes,True,no," The first incident just talks about an 'algorithm' and does not mention AI, Machine Learning, or models.  It is likely an expert based on statistics serviced algorithm and therefore, does not meet the CSET definition for AI. Therefore, it does not meet the CSET definition of AI intangible harm.",2018,,,True,no,no,,AR,US,North America,healthcare and public health,,,"Tammy Dobbs, Arkansas Medicaid waiver program beneficiaries, Arkansas Department of Human Services, Arkansas healthcare workers, InterRAI",0,0,True,,The algorithm allocates medicate services based on recipient data.,health data,human health and social work activities,yes,Autonomy1,,No. Not intentionally designed to perform harm,,,,
CSETv1_Annotator-2,116,False,116,001,1. Annotation in progress,,False,yes,no,no,yes,no,,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,The tangible harm is that people are denied prizes based upon AI's false detection of hazardous activities.,no,no,no,no,no,none,,no,yes,yes,True,no,,2021, ,,True,no,yes,,,US,North America,transportation,,,"Amazon, Amazon delivery drivers, Netradyne, Netradyne camera",0,0,False,,Camera to detect incidents of poor driver performance or behavior,,"wholesale and retail trade, transportation and storage",no,Autonomy1,,No. Not intentionally designed to perform harm,Camera,"object recognition, event prediction","computer vision, Sensor Data Processing",
CSETv1_Annotator-2,118,True,118,001,3. In peer review,,False,no,no,no,yes,no,no,no,yes,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,yes,yes,religion,,yes,yes,yes,True,yes,,2021,01,18,True,no,no,,,US,North America,,,The date reflects the publication date of the study.,"GPT-3, Muslims, GPT-3 users, Jewish people, OpenAI",0,0,False,,GPT-3 is a large language model that generates text,text,"information and communication, Arts, entertainment and recreation",yes,Autonomy1,,No. Not intentionally designed to perform harm,,text generation,"Natural Language Processesing, transformer",
CSETv1_Annotator-2,119,True,119,001,3. In peer review,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,no,yes,True,none,Big data analytics was used for the harm. AI is not equivelant to big data analytics. ,no,no,no,no,no,none,,no,no,yes,True,no,,2021,08,04,True,no,no,,,RU,Europe,,,,"Xsolla, Xsolla employees",0,0,True,,,employee performance data,"Arts, entertainment and recreation",no,Autonomy3,,No. Not intentionally designed to perform harm,,,,
CSETv1_Annotator-2,120,True,120,001,3. In peer review,,False,no,no,no,no,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,False,none,,no,no,no,no,,none,,no,yes,yes,False,no,,2020,10,07,True,no,no,,,US,North America,,,date reflects publication date of report,"GPT-3, Redit, OpenAI, thegentlemetre, Philosopher AI",0,0,False,,large language model generating text,text,"information and communication, Arts, entertainment and recreation",no,Autonomy1,,No. Not intentionally designed to perform harm,,text generation,"Natural Language Processesing, large language model",
CSETv1_Annotator-2,121,True,121,001,3. In peer review,,False,yes,no,no,yes,no,no,no,no,yes,non-imminent risk of tangible harm (an issue) occurred,yes,yes,True,AI tangible harm issue,"It is not clear if the drone killed anyone during the skirmish, but there was definitely the potential that it could have killed someone.",no,no,no,no,no,none,,no,yes,yes,True,no,,2020,03, ,True,no,yes,,,libya,Africa,defense-industrial base,,,"Kargu-2 drone, STM, Libyan soldiers",0,0,True,,,video,defense,no,Autonomy1,,Yes. Intentionally designed to perform harm and did create intended harm,drone,object classification,computer vision,
CSETv1_Annotator-2,127,True,127,001,2. Initial annotation complete,,False,no,yes,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,no,True,none,"This incident has reports that cover two distinct types of AI-related content.
#1 MSN journalists are fired and replaced by AI.  There was financial harm to the journalists, loss of income.  However, the firing is not directly linked to an output from an AI.  The discussed AI's function is to write news articles, not an output about firing or hiring.  If the AI discussed produced recommendations associated with HR, employee firing, or other similar decisions, then the AI could potentially be directly linked to the employee experienced harm.  However, this is not the case.

#2
This incident's second type of AI-related report is around the MSN AI journalist misidentifying a music celebrity.  This is potentially a special interest intangible harm.",no,no,no,no,yes,race,,yes,yes,yes,True,yes,,2020,06,10,False,no,no,,,US,North America,communications,,The AI mixed up and misidentified images as Jade Thirlwall and Leigh-Anne Pinnock. This likely occurred because the AI was not good at verifying image identities and is more likely to incorrectly identify mixed race individuals,"Microsoft, Microsoft News, MSN.com, AI news editor, new editors, Jade Thirlwall, Leigh-Anne Pinnock",0,0,False,,an AI editor for news articles,"text, images","information and communication, Arts, entertainment and recreation",no,unclear,,No. Not intentionally designed to perform harm,,generation,"Natural Language Processesing, classification",
CSETv1_Annotator-2,128,True,128,001,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,,no,no,no,no,no,none,,no,yes,no,False,no,,2017,,,False,no,yes,Redmond,WA,US,North America,transportation,,,"Eric Horvitz, Tesla sedan, Tesla",0,0,False,,autopilot for a Tesla,video,transportation and storage,no,Autonomy2,,No. Not intentionally designed to perform harm,car,autonomous driving,"computer vision, autonomous driving",
CSETv1_Annotator-2,129,True,129,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,no,False,none,,no,no,no,yes,no,unclear,"The report describes the harm as 'hate speech'.  Hate speech usually involves a protected characteristic.  However, the report does not give information on which protected characteristics were involved.",yes,yes,no,True,no,"The incident report discusses how Facebook's AI for moderating content does a lousy job identifying and removing hate speech.  The report also talks about how this is a hard problem to solve.  Therefore the harm is directly linked to the entities posting the hate speech, not the low-capability AI system.",2021,10,18,False,no,no,,,US,North America,communications,,The date reflects the publication date of the report.,"Facebook, Facebook content moderation AI, Facebook users",0,0,False,,,"text, images",information and communication,no,unclear,,No. Not intentionally designed to perform harm,,classification,Natural Language Processesing,
CSETv1_Annotator-2,131,True,131,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,yes,no,no,maybe,unclear,"The reports discuss how exam monitoring software had many false detections of cheating.  The cheating detects can result in access to employment (ie, whether or not the exam takers can practice law). Thus, this is a human rights violation. ",yes,yes,yes,True,yes,,2020,12,18,False,no,no,,CA,US,North America,unclear,,,"California Committee of Bar Examiners, ExamSoft, California bar exam takers",0,0,False,,monitoring tool for online exams,"video, audio","Education, professional, scientific and technical activities",no,unclear,"This should have operated at autonomy level 3.  However, it is unclear if any oversight or review of the AI's output was done. If that is the case, then it effectively operated at level 1.",No. Not intentionally designed to perform harm,,classification,computer vision,
CSETv1_Annotator-2,137,True,137,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,unclear,no,yes,True,none,"It is also not clear that an AI was involved. Based on the report, it is unclear that an AI was involved. The event was reported in 2021 but occurred in 2014.  Thus, the algorithm is more likely to be a formula or rule-based calculation, not AI.",no,maybe,no,no,no,none,"The report discusses an event where a black box algorithm was used to calculate property taxes in Israel. When asked to explain how the taxes were calculated--what formulas and processes were used, the government refused to provide the information.  This could be a denial of due process and, in the US, could be a civil rights violation. It is unclear if this would be a civil rights violation in Israel. ",maybe,no,yes,True,no,"It is not clear that an AI was involved. Based on the report, it is unclear that an AI was involved. The event was reported in 2021 but occurred in 2014.  Thus, the algorithm is more likely to be a formula or rule-based calculation, not AI.",2014,,,False,no,no,,,IL,Asia,unclear,,,"Moshe Har Shemesh, Israeli Tax Authority",0,0,False,,,property data,real estate activities,yes,Autonomy1,,No. Not intentionally designed to perform harm,,,,
CSETv1_Annotator-2,138,False,138,001,1. Annotation in progress,,False,no,,,,,,,,,,,,False,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,"University of Illinois, Proctorio, University of Illinois students, University of Illinois students of color, ProctorTrack, Honorlock, student subject to remote monitoring software, vision impaired students subject or remote monitoring software, non-white students subject of remote monitoring software",,,False,,,,,,,,,,,,
CSETv1_Annotator-2,139,True,139,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,True,none,,no,no,no,yes,no,none,,yes,yes,yes,True,yes,,2021,01,21,False,no,no,,,,North America,,,,"Amazon, University of Washington researchers, Amazon users, Amazon recommender",0,0,True,,recommender and search algorithm for Amazon ,text,wholesale and retail trade,no,Autonomy3,,No. Not intentionally designed to perform harm,,"recommender, search engine",,
CSETv1_Annotator-2,140,True,140,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,"no tangible harm, near-miss, or issue",yes,yes,True,none,,yes,yes,no,no,yes,race,"This differential treatment affects people's public education, which is a civil rights/liberty violation.",yes,yes,yes,True,yes,,2021,02,02,False,no,no,toronto,,CA,North America,Other,,,"University of Toronto, University of Toronto BIPOC students, Chelsea Okankwu, Concordia University, ProctorU, Examity, University of Toronto BIPOC students",0,0,False,,exam monitoring system,video,Education,yes,Autonomy2,,No. Not intentionally designed to perform harm,,identification or detection,computer vision,
CSETv1_Annotator-2,157,False,157,001,1. Annotation in progress,,False,yes,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,maybe,True,unclear,The driver of a vehicle hit by an Amazon delivery van suffered life-threatening injuries that were expensive to treat. The driver is suing Amazon for compensation based on the argument that Amazon's performance-tracking AI causes its drivers to drive less safely. Not clear if this is a direct link between AI and harm.,no,no,no,no,no,none,,no,yes,no,False,no,,2021,03,,False,no,maybe,Atlanta,GA,US,North America,transportation,,,"Amazon, Amazon delivery drivers, driver hit by Amazon delivery van, AI for tracking Amazon delivery driver performance",0,1,False,,An AI that monitors delivery driver performance,driver performance metrics,wholesale and retail trade,no,Autonomy1,,No. Not intentionally designed to perform harm,,,,
CSETv1_Annotator-2,160,True,160,001,2. Initial annotation complete,,False,yes,no,no,yes,no,no,no,no,yes,non-imminent risk of tangible harm (an issue) occurred,yes,yes,True,AI tangible harm issue,"ourcommunitynow.com published a report about an unsafe 'penny challenge' going around TikTok.  The Alexa app, extracted the unsafe challenge from the website and suggested it to a 10-year-old as a physical challenge to attempt.  The child did not execute the challenge.",no,no,yes,yes,no,none,The suggestion from Alexa promoted an unsafe activity that could lead to self-harm. Hence the AI provided is detrimental content.,yes,yes,yes,True,yes,The suggestion from Alexa promoted an unsafe activity that could lead to self-harm. Hence the AI provided is detrimental content.,2021,12,26,False,no,no,,,US,North America,information technology,,,"Amazon, Kristin Livdahl's daughter, Alexa smartphone app, ourcommunitynow.com, Echo Dot, Alexa users",0,0,False,,,"voice, websites",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,Amazon Echo Dot,"suggestion, recommendation","ranking, Natural Language Processesing",
CSETv1_Annotator-2,161,True,161,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,yes,maybe,"no tangible harm, near-miss, or issue",yes,yes,False,none,,yes,yes,no,no,yes,religion,Facebook's ad ,,yes,yes,True,yes,"Facebook's AI ad system has a gender bias, thus, there is a differential treatment.  The differential treatment was demonstrated for job ad. Employment is a critical service and differential treatment in jobs is a violation of human rights.",2021,,,True,no,no,,,US,North America,,,,"Facebook, Meta, independent researchers at the University of Southern California, Facebook users, Facebook users, independent researchers at Northeastern University",0,0,False,,,"user characteristics, job qualifications",information and communication,no,Autonomy1,,No. Not intentionally designed to perform harm,,recommender,optimization,
CSETv1_Annotator-2,147,True,147,001,2. Initial annotation complete,,False,no,no,no,yes,no,no,no,no,yes,tangible harm definitively occurred,yes,yes,True,AI tangible harm event,,no,no,no,no,no,none,,no,yes,yes,True,no,,2020,,,False,no,no,Hong Kong,,HK,Asia,financial services,,,"Audio Deepfake, Hong Kong bank, U.A.E. Executive Office of Anti-Money Laundering and Counter Terrorism Financing,",0,0,False,"at least $400,000 was lost ",,"Audio , voice, text",other,no,Autonomy2,The harm was in the financial sectors but the system was deployed in the criminal sector,Yes. Intentionally designed to perform harm and did create intended harm,,audio deepfake,"Text to Speach, Deep Learning, Natural language processing",
